sex,工作分類,職等,廠區代碼,管理層級,工作資歷1,工作資歷2,工作資歷3,工作資歷4,工作資歷5,專案時數,專案總數,當前專案角色,特殊專案佔比,工作地點,訓練時數A,訓練時數B,訓練時數C,生產總額,榮譽數,是否升遷,升遷速度,近三月請假數A,近一年請假數A,近三月請假數B,近一年請假數B,出差數A,出差數B,出差集中度,年度績效等級A,年度績效等級B,年度績效等級C,年齡層級,婚姻狀況,年資層級A,年資層級B,年資層級C,任職前工作平均年數,最高學歷,畢業學校類別,畢業科系類別,眷屬量,通勤成本,歸屬部門,加班數_sum,加班數_max,出差數A_sum,出差數B_sum,請假數A_sum,請假數B_sum,生產總額_prev1,生產總額_diff1,年度績效等級A_prev1,年度績效等級A_diff1,年度績效等級B_prev1,年度績效等級B_diff1,年度績效等級C_prev1,年度績效等級C_diff1,加班數_sum_prev1,加班數_sum_diff1,加班數_max_prev1,加班數_max_diff1,榮譽數_prev1,榮譽數_diff1,升遷速度_prev1,升遷速度_diff1
0.0,2.0,1.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,7.0,0.0,0.0,1.0,1.0,2.0,9.0,1.0,4.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,9.0,0.0,10.0,19036.0,20,8,5,1,8,0,5.0,0.0,5.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
1.0,1.0,2.0,20.0,4.0,0.0,0.0,0.0,0.0,0.0,16.0,2.0,1.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,2.0,3.0,0.0,0.0,2.0,1.0,2.0,3.0,1.0,4.0,12.0,2.0,6.0,5.0,2.0,1.0,2.0,4.0,6.0,0.0,8.0,20192.0,0,0,10,1,3,0,5.0,0.0,5.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
1.0,1.0,2.0,20.0,3.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,1.0,0.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,4.0,1.0,3.0,3.0,1.0,4.0,12.0,2.0,6.0,6.0,2.0,1.0,2.0,4.0,6.0,0.0,8.0,20082.0,0,0,16,2,3,0,0.0,0.0,3.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0
1.0,1.0,2.0,20.0,3.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,1.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,2.0,4.0,0.0,0.0,4.0,0.0,4.0,3.0,1.0,4.0,13.0,2.0,7.0,6.0,2.0,1.0,2.0,4.0,6.0,0.0,8.0,20082.0,0,0,17,0,6,0,0.0,0.0,3.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0
1.0,1.0,4.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,6.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,5.0,0.0,8.0,20054.0,0,0,0,0,11,0,5.0,0.0,5.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
1.0,1.0,4.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,6.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,5.0,0.0,8.0,20123.0,0,0,0,0,16,0,3.0,-1.0,1.0,0.0,5.0,-3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
1.0,1.0,4.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,6.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,5.0,0.0,8.0,20123.0,1,1,0,0,14,0,2.0,-1.0,1.0,0.0,2.0,3.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0
1.0,1.0,4.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,5.0,0.0,6.0,2.0,0.0,5.0,1.0,0.0,0.0,2.0,5.0,8.0,0.0,0.0,1.0,0.0,0.0,1.0,7.0,2.0,7.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,5.0,0.0,8.0,20123.0,0,0,1,0,13,0,1.0,0.0,1.0,0.0,5.0,2.0,2.0,0.0,1.0,-1.0,1.0,-1.0,0.0,0.0,2.0,0.0
1.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,1.0,5.0,0.0,6.0,0.0,2.0,2.0,9.0,1.0,0.0,2.0,5.0,6.0,0.0,0.0,1.0,1.0,0.0,1.0,7.0,5.0,6.0,1.0,2.0,2.0,0.0,0.0,2.0,4.0,8.0,2.0,8.0,14067.0,2,1,4,2,11,0,5.0,0.0,5.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
1.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,1.0,5.0,0.0,6.0,3.0,0.0,2.0,4.0,0.0,0.0,2.0,4.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,5.0,6.0,1.0,2.0,2.0,0.0,0.0,2.0,4.0,8.0,2.0,8.0,14067.0,1,1,3,0,18,0,9.0,-5.0,1.0,0.0,7.0,-3.0,5.0,0.0,2.0,-1.0,1.0,0.0,1.0,-1.0,2.0,0.0
1.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,1.0,5.0,1.0,6.0,0.0,0.0,3.0,7.0,0.0,0.0,3.0,2.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,9.0,4.0,6.0,1.0,2.0,2.0,0.0,0.0,2.0,4.0,8.0,2.0,8.0,14067.0,0,0,4,0,11,0,4.0,3.0,1.0,0.0,4.0,5.0,5.0,-1.0,1.0,-1.0,1.0,-1.0,0.0,0.0,2.0,1.0
1.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,1.0,5.0,1.0,6.0,2.0,3.0,4.0,9.0,1.0,0.0,3.0,5.0,7.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,5.0,7.0,1.0,2.0,2.0,0.0,0.0,2.0,4.0,8.0,2.0,8.0,14067.0,3,3,5,2,10,0,7.0,2.0,1.0,0.0,9.0,-8.0,4.0,1.0,0.0,3.0,0.0,3.0,0.0,1.0,3.0,0.0
1.0,1.0,7.0,20.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,3.0,5.0,0.0,6.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,3.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,9.0,1.0,8.0,20054.0,3,1,0,0,6,0,5.0,0.0,5.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
1.0,1.0,7.0,20.0,1.0,0.0,0.0,0.0,0.0,1.0,24.0,2.0,5.0,1.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,1.0,5.0,1.0,5.0,3.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,9.0,1.0,8.0,20054.0,12,4,4,0,5,0,1.0,0.0,5.0,0.0,5.0,-4.0,5.0,0.0,3.0,9.0,1.0,3.0,0.0,0.0,1.0,0.0
1.0,1.0,7.0,20.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,2.0,5.0,0.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,4.0,5.0,0.0,0.0,1.0,0.0,0.0,10.0,1.0,5.0,3.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,9.0,1.0,8.0,20054.0,7,2,2,0,7,0,1.0,-1.0,5.0,5.0,1.0,0.0,5.0,0.0,12.0,-5.0,4.0,-2.0,0.0,0.0,1.0,1.0
0.0,1.0,7.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,2.0,5.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,5.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,2.0,4.0,5.0,0.0,8.0,18025.0,2,1,2,0,5,0,5.0,0.0,5.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
1.0,1.0,7.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,2.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,2.0,6.0,0.0,0.0,2.0,0.0,3.0,5.0,2.0,5.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,4.0,6.0,0.0,8.0,14067.0,2,1,10,0,13,0,5.0,0.0,5.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
1.0,1.0,7.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,7.0,0.0,0.0,3.0,0.0,6.0,5.0,8.0,5.0,5.0,1.0,2.0,1.0,2.0,2.0,2.0,4.0,6.0,0.0,8.0,14067.0,7,3,15,0,9,0,3.0,-1.0,5.0,0.0,2.0,6.0,5.0,0.0,2.0,5.0,1.0,2.0,0.0,0.0,1.0,1.0
1.0,1.0,7.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,1.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,3.0,5.0,0.0,0.0,2.0,0.0,3.0,10.0,9.0,5.0,5.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,6.0,0.0,8.0,14067.0,7,3,10,0,8,0,2.0,-1.0,5.0,5.0,8.0,1.0,5.0,0.0,7.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0
1.0,1.0,3.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,23.0,5.0,1.0,1.0,5.0,0.0,0.0,3.0,16.0,1.0,0.0,2.0,3.0,6.0,0.0,0.0,3.0,1.0,1.0,6.0,10.0,5.0,9.0,1.0,5.0,2.0,5.0,3.0,2.0,4.0,3.0,1.0,9.0,16086.0,0,0,12,2,10,0,5.0,0.0,5.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
1.0,1.0,3.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,22.0,5.0,5.0,1.0,5.0,0.0,0.0,4.0,13.0,0.0,0.0,2.0,6.0,6.0,0.0,0.0,3.0,0.0,2.0,7.0,1.0,5.0,9.0,1.0,5.0,2.0,5.0,3.0,2.0,4.0,3.0,1.0,9.0,16086.0,0,0,14,0,17,0,16.0,-3.0,6.0,1.0,10.0,-9.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,2.0,0.0
1.0,1.0,3.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,23.0,5.0,1.0,6.0,5.0,0.0,0.0,3.0,7.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,4.0,0.0,2.0,7.0,9.0,5.0,10.0,1.0,6.0,3.0,5.0,3.0,2.0,4.0,3.0,1.0,9.0,16086.0,8,4,16,0,7,0,13.0,-6.0,7.0,0.0,1.0,8.0,5.0,0.0,0.0,8.0,0.0,4.0,0.0,0.0,2.0,0.0
1.0,1.0,3.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,23.0,7.0,1.0,5.0,5.0,0.0,0.0,1.0,5.0,0.0,0.0,2.0,6.0,6.0,0.0,0.0,3.0,2.0,2.0,7.0,1.0,5.0,10.0,1.0,6.0,3.0,5.0,3.0,2.0,4.0,3.0,2.0,9.0,16086.0,4,3,14,4,9,0,7.0,-2.0,7.0,0.0,9.0,-8.0,5.0,0.0,8.0,-4.0,4.0,-1.0,0.0,0.0,2.0,0.0
0.0,1.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,5.0,0.0,6.0,2.0,0.0,2.0,2.0,2.0,0.0,3.0,4.0,8.0,0.0,0.0,1.0,0.0,0.0,10.0,1.0,4.0,5.0,1.0,3.0,2.0,1.0,1.0,2.0,4.0,2.0,3.0,8.0,2197.0,8,3,2,0,14,0,5.0,0.0,5.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
0.0,1.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,5.0,0.0,6.0,1.0,0.0,2.0,2.0,1.0,0.0,3.0,5.0,7.0,0.0,0.0,1.0,0.0,0.0,10.0,1.0,5.0,6.0,1.0,3.0,2.0,1.0,1.0,2.0,4.0,2.0,3.0,8.0,2197.0,6,4,1,0,22,0,2.0,0.0,10.0,0.0,1.0,0.0,4.0,1.0,8.0,-2.0,3.0,1.0,2.0,-1.0,3.0,0.0
0.0,1.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,5.0,0.0,6.0,1.0,0.0,2.0,1.0,1.0,0.0,4.0,2.0,9.0,0.0,0.0,1.0,0.0,0.0,10.0,10.0,4.0,6.0,1.0,3.0,3.0,1.0,1.0,2.0,4.0,2.0,3.0,8.0,2197.0,12,5,1,0,13,0,2.0,-1.0,10.0,0.0,1.0,9.0,5.0,-1.0,6.0,6.0,4.0,1.0,1.0,0.0,3.0,1.0
0.0,1.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,5.0,1.0,6.0,3.0,0.0,1.0,1.0,0.0,0.0,4.0,3.0,10.0,0.0,0.0,1.0,0.0,0.0,10.0,1.0,4.0,6.0,1.0,3.0,3.0,1.0,1.0,2.0,4.0,2.0,3.0,8.0,2149.0,15,6,3,0,16,0,1.0,0.0,10.0,0.0,10.0,-9.0,4.0,0.0,12.0,3.0,5.0,1.0,1.0,-1.0,4.0,0.0
0.0,1.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,8.0,0.0,6.0,8038.0,0,0,0,0,8,0,5.0,0.0,5.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
0.0,1.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,2.0,6.0,0.0,0.0,1.0,0.0,0.0,5.0,7.0,2.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,8.0,0.0,6.0,8038.0,0,0,1,0,17,0,2.0,0.0,5.0,0.0,8.0,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
0.0,1.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,2.0,5.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,8.0,0.0,6.0,8038.0,0,0,0,0,9,0,2.0,1.0,5.0,0.0,7.0,-3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,2.0,0.0
0.0,1.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,5.0,7.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,3.0,5.0,2.0,3.0,2.0,1.0,1.0,2.0,3.0,8.0,0.0,6.0,8038.0,0,0,3,0,10,0,3.0,0.0,5.0,0.0,4.0,-3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
0.0,2.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,3.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,8.0,2.0,9.0,1.0,5.0,5.0,0.0,0.0,2.0,1.0,8.0,3.0,8.0,8117.0,11,6,1,0,9,0,5.0,0.0,5.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
0.0,2.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,2.0,10.0,1.0,5.0,5.0,0.0,0.0,2.0,1.0,8.0,3.0,8.0,8117.0,7,5,4,0,17,0,0.0,0.0,1.0,0.0,8.0,-4.0,2.0,0.0,11.0,-4.0,6.0,-1.0,0.0,0.0,4.0,0.0
0.0,2.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,2.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,2.0,10.0,1.0,5.0,5.0,0.0,0.0,2.0,1.0,8.0,3.0,8.0,8117.0,3,2,4,0,10,0,0.0,0.0,1.0,0.0,4.0,0.0,2.0,0.0,7.0,-4.0,5.0,-3.0,0.0,0.0,4.0,1.0
0.0,2.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,3.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,7.0,2.0,10.0,1.0,5.0,5.0,0.0,0.0,2.0,1.0,8.0,2.0,8.0,8117.0,3,1,4,0,9,0,0.0,0.0,1.0,0.0,4.0,3.0,2.0,0.0,3.0,0.0,2.0,-1.0,0.0,0.0,5.0,0.0
1.0,1.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,5.0,6.0,3.0,0.0,0.0,1.0,11.0,0.0,0.0,2.0,7.0,9.0,0.0,0.0,2.0,0.0,2.0,10.0,4.0,5.0,5.0,1.0,2.0,2.0,0.0,0.0,2.0,4.0,6.0,2.0,9.0,2058.0,0,0,7,0,14,0,5.0,0.0,5.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
1.0,1.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,5.0,6.0,3.0,4.0,0.0,1.0,12.0,0.0,0.0,3.0,3.0,8.0,0.0,0.0,1.0,0.0,0.0,10.0,8.0,5.0,5.0,1.0,2.0,2.0,0.0,0.0,2.0,4.0,6.0,2.0,9.0,2058.0,0,0,2,0,22,0,11.0,1.0,10.0,0.0,4.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
1.0,1.0,7.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,2.0,5.0,0.0,3.0,0.0,0.0,3.0,15.0,0.0,0.0,3.0,2.0,8.0,0.0,0.0,1.0,0.0,1.0,10.0,4.0,5.0,5.0,1.0,2.0,2.0,0.0,0.0,2.0,4.0,6.0,1.0,9.0,5027.0,0,0,6,0,12,0,12.0,3.0,10.0,0.0,8.0,-4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
1.0,1.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,0.0,3.0,0.0,0.0,1.0,8.0,0.0,1.0,1.0,3.0,6.0,0.0,0.0,2.0,0.0,2.0,10.0,10.0,4.0,6.0,1.0,2.0,2.0,0.0,0.0,2.0,4.0,6.0,2.0,9.0,5027.0,6,4,8,0,10,0,15.0,-7.0,10.0,0.0,4.0,6.0,5.0,-1.0,0.0,6.0,0.0,4.0,0.0,0.0,3.0,-2.0
0.0,2.0,7.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,1.0,6.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,7.0,0.0,0.0,2.0,0.0,2.0,5.0,4.0,5.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,4.0,9.0,0.0,8.0,4073.0,9,4,8,0,7,0,5.0,0.0,5.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
1.0,1.0,4.0,13.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,2.0,5.0,0.0,6.0,1.0,0.0,8.0,0.0,0.0,0.0,3.0,3.0,6.0,0.0,0.0,1.0,0.0,0.0,10.0,4.0,2.0,6.0,2.0,3.0,3.0,0.0,0.0,2.0,4.0,3.0,0.0,8.0,13168.0,0,0,1,0,10,0,5.0,0.0,5.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
1.0,1.0,4.0,13.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,3.0,5.0,3.0,6.0,0.0,0.0,7.0,2.0,0.0,0.0,3.0,3.0,5.0,0.0,0.0,1.0,0.0,0.0,10.0,6.0,2.0,6.0,2.0,3.0,3.0,0.0,0.0,2.0,4.0,3.0,0.0,8.0,13168.0,0,0,3,0,8,0,0.0,2.0,10.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
1.0,1.0,7.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,24.0,1.0,5.0,0.0,6.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,3.0,6.0,0.0,0.0,1.0,0.0,0.0,5.0,4.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,4.0,5.0,0.0,8.0,6024.0,2,1,2,0,6,0,5.0,0.0,5.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
1.0,1.0,4.0,14.0,1.0,0.0,0.0,1.0,0.0,0.0,23.0,2.0,5.0,4.0,6.0,2.0,0.0,2.0,18.0,0.0,0.0,2.0,3.0,6.0,0.0,0.0,1.0,0.0,0.0,5.0,7.0,5.0,5.0,1.0,2.0,2.0,0.0,0.0,2.0,4.0,8.0,1.0,9.0,14053.0,4,2,2,0,9,0,5.0,0.0,5.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
1.0,1.0,4.0,14.0,1.0,0.0,0.0,1.0,0.0,0.0,23.0,2.0,5.0,1.0,6.0,2.0,0.0,3.0,12.0,0.0,0.0,2.0,4.0,6.0,0.0,0.0,1.0,0.0,1.0,10.0,7.0,5.0,6.0,1.0,3.0,3.0,0.0,0.0,2.0,4.0,8.0,1.0,8.0,14053.0,5,2,5,0,17,0,18.0,-6.0,5.0,5.0,7.0,0.0,5.0,0.0,4.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0
1.0,1.0,4.0,14.0,1.0,0.0,0.0,1.0,0.0,0.0,23.0,2.0,5.0,1.0,6.0,4.0,0.0,4.0,7.0,0.0,0.0,2.0,2.0,6.0,0.0,0.0,1.0,0.0,0.0,10.0,7.0,5.0,6.0,1.0,3.0,3.0,0.0,0.0,2.0,4.0,8.0,1.0,8.0,14053.0,3,2,4,0,10,0,12.0,-5.0,10.0,0.0,7.0,0.0,5.0,0.0,5.0,-2.0,2.0,0.0,0.0,0.0,2.0,0.0
1.0,1.0,4.0,14.0,1.0,0.0,0.0,1.0,0.0,0.0,23.0,2.0,5.0,1.0,6.0,2.0,0.0,1.0,9.0,0.0,0.0,2.0,2.0,5.0,0.0,0.0,1.0,0.0,2.0,10.0,7.0,4.0,6.0,1.0,3.0,3.0,0.0,0.0,2.0,4.0,8.0,1.0,8.0,14160.0,0,0,4,0,8,0,7.0,2.0,10.0,0.0,7.0,0.0,5.0,-1.0,3.0,-3.0,2.0,-2.0,0.0,0.0,2.0,0.0
1.0,1.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,24.0,2.0,5.0,0.0,6.0,1.0,1.0,1.0,6.0,0.0,0.0,1.0,4.0,6.0,0.0,0.0,1.0,1.0,2.0,10.0,8.0,2.0,5.0,2.0,1.0,1.0,0.0,0.0,2.0,4.0,8.0,1.0,8.0,8142.0,0,0,4,1,8,0,5.0,0.0,5.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
1.0,1.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,22.0,2.0,1.0,0.0,6.0,2.0,0.0,1.0,8.0,0.0,0.0,2.0,3.0,6.0,0.0,0.0,1.0,0.0,0.0,10.0,8.0,2.0,6.0,1.0,1.0,1.0,0.0,0.0,2.0,4.0,8.0,1.0,8.0,8142.0,0,0,3,0,8,0,6.0,2.0,10.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1.0,1.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,1.0,1.0,0.0,6.0,0.0,0.0,1.0,8.0,0.0,0.0,2.0,6.0,6.0,0.0,0.0,1.0,0.0,0.0,10.0,9.0,2.0,6.0,1.0,1.0,1.0,0.0,0.0,2.0,4.0,8.0,2.0,8.0,8142.0,0,0,4,0,8,0,8.0,0.0,10.0,0.0,8.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
1.0,1.0,4.0,20.0,1.0,0.0,0.0,1.0,0.0,1.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,2.0,11.0,0.0,0.0,2.0,6.0,8.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,2.0,5.0,2.0,1.0,1.0,0.0,0.0,2.0,4.0,5.0,0.0,8.0,20054.0,1,1,3,0,13,0,5.0,0.0,5.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
1.0,1.0,4.0,20.0,1.0,0.0,0.0,1.0,0.0,1.0,22.0,2.0,5.0,0.0,6.0,0.0,0.0,2.0,8.0,0.0,0.0,2.0,6.0,8.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,6.0,2.0,2.0,2.0,0.0,0.0,2.0,4.0,5.0,0.0,8.0,20089.0,0,0,2,0,25,0,11.0,-3.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,-1.0,1.0,-1.0,0.0,0.0,2.0,0.0
1.0,1.0,4.0,20.0,1.0,0.0,0.0,1.0,0.0,1.0,22.0,2.0,5.0,0.0,6.0,0.0,0.0,3.0,6.0,0.0,0.0,2.0,5.0,8.0,0.0,0.0,1.0,0.0,0.0,1.0,7.0,2.0,6.0,2.0,2.0,2.0,0.0,0.0,2.0,4.0,5.0,1.0,8.0,20089.0,0,0,3,0,14,0,8.0,-2.0,1.0,0.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
